メーカー,車種,年式,シフト,走行,型式,評価,価格,更新年月,グレード,排気量,車検,色,装備,グレード_fixed,排気量_fixed,車検_fixed,色_fixed,装備_fixed
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,33,3L13B,5 - すごくきれい,190 ～ 195,2025年08月,スタンダードレンジプラス,,8.7,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,39,3L23,5 - すごくきれい,202 ～ 205,2025年08月,,,8.1,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＣＡＴ,66,3L23B,5 - すごくきれい,169 ～ 173,2025年08月,ロングレンジ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,34,3L23B,5 - すごくきれい,206 ～ 209,2025年08月,ロングレンジ,,8.7,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＣＡＴ,22,3L23B,5 - すごくきれい,210 ～ 214,2025年08月,ロングレンジ,,9.2,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2023,ＣＡＴ,33,YL3YPT,5 - すごくきれい,300 ～ 305,2025年08月,パフォーマンス,,8.10,白,000 AC SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,39,3L23,5 - すごくきれい,202 ～ 206,2025年08月,,,7.12,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,24,3L13,5 - すごくきれい,186 ～ 188,2025年08月,スタンダードレンジプラス,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2022,ＣＡＴ,57,3L13T,5 - すごくきれい,166 ～ 170,2025年08月,ＲＷＤ,,,パール,000 AC SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＣＡＴ,23,3L23T,5 - すごくきれい,209 ～ 215,2025年08月,,,9.9,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＣＡＴ,34,YL1YT,4 - きれい,239 ～ 241,2025年08月,ＲＷＤ,,8.11,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 4WD,2017,ＡＴ,45,4 - きれい,265 ～ 269,nan,2025年08月,Ｐ１００Ｄ,,7.12,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 2WD,2018,ＡＴ,46,5 - すごくきれい,274 ～ 278,nan,2025年08月,Ｐ１００Ｄ,,,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＣＡＴ,24,3L23T,5 - すごくきれい,211 ～ 213,2025年08月,,,9.8,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,59,3L23,5 - すごくきれい,196 ～ 202,2025年08月,,,,赤,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,40,3L23,5 - すごくきれい,211 ～ 213,2025年08月,,,8.5,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,25,3L13B,5 - すごくきれい,192 ～ 196,2025年08月,スタンダードレンジプラス,,8.10,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,40,3L23,5 - すごくきれい,210 ～ 215,2025年08月,,,8.3,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,54,3L23,5 - すごくきれい,196 ～ 200,2025年08月,,,,赤,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＣＡＴ,20,YL1YT,5 - すごくきれい,266 ～ 269,2025年08月,ＲＷＤ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 2WD,2014,ＣＡＴ,80,SL1S2A,4 - きれい,120 ～ 123,2025年08月,,,8.1,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 2WD,2014,ＣＡＴ,85,SL1S2A,4 - きれい,118 ～ 122,2025年08月,,,7.9,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2023,ＡＴ,25,YL3YPT,4 - きれい,304 ～ 307,2025年08月,パフォーマンス,,8.9,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 2WD,2014,ＡＴ,57,SL1S2A,4 - きれい,110 ～ 116,2025年08月,Ｐ８５ プラス,,,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2024,ＡＴ,13,3L13T,5 - すごくきれい,330 ～ 334,2025年08月,,,9.7,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,69,YL1YT,5 - すごくきれい,225 ～ 231,2025年08月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,18,YL1YT,5 - すごくきれい,287 ～ 290,2025年08月,,,8.1,黒,000 AC NV TV AW 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,65,YL1YT,5 - すごくきれい,225 ～ 230,2025年08月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,19,YL1YT,5 - すごくきれい,287 ～ 292,2025年08月,,,7.10,黒,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 5D 2WD,2022,ＣＡＴ,11,3L13T,4 - きれい,204 ～ 208,2025年08月,ＲＷＤ,,,黒,000 AC SR 革,,,,,
テスラ,モデル３ 2WD,2022,ＡＴ,13,3L13T,5 - すごくきれい,212 ～ 217,2025年08月,,,7.7,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,41,3L13B,5 - すごくきれい,171 ～ 177,2025年08月,スタンダードレンジプラス,,8.5,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,14,3L13B,5 - すごくきれい,177 ～ 181,2025年08月,スタンダードレンジプラス,,8.10,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＣＡＴ,18,YL1YT,5 - すごくきれい,285 ～ 290,2025年08月,ＲＷＤ,,8.3,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,30,3L13B,5 - すごくきれい,166 ～ 170,2025年08月,スタンダードレンジプラス,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 4WD,2024,ＡＴ,1,YL3YT,5 - すごくきれい,402 ～ 405,2025年08月,,,10.3,白,000 AC NV TV 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＣＡＴ,27,YL1YT,4 - きれい,263 ～ 268,2025年08月,ＲＷＤ,,8.6,紺,000 AC SR 革,,,,,
テスラ,モデル３ 2WD,2022,ＡＴ,61,3L13T,5 - すごくきれい,158 ～ 161,2025年08月,,,,パール,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,45,3L13,5 - すごくきれい,207 ～ 209,2025年08月,スタンダードレンジプラス,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,88,3L13B,5 - すごくきれい,156 ～ 159,2025年08月,スタンダードレンジプラス,,8.9,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2022,ＣＡＴ,15,YL1YT,5 - すごくきれい,266 ～ 270,2025年08月,ベースグレード,,,白,000 AC AW SR,,,,,
テスラ,モデル３ 2WD,2021,ＣＡＴ,42,3L13B,5 - すごくきれい,169 ～ 172,2025年08月,,,8.4,パール,000 AC SR,,,,,
テスラ,モデルＳ 4WD,2019,ＣＡＴ,86,5 - すごくきれい,228 ～ 232,nan,2025年08月,,,8.6,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2024,ＡＴ,23,3L24PT,5 - すごくきれい,420 ～ 423,2025年08月,,,9.6,黒,000 AC NV TV AW SR,,,,,
テスラ,モデル３ 2WD,2022,ＣＡＴ,24,3L13T,5 - すごくきれい,206 ～ 210,2025年08月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＡＴ,14,YL1YT,5 - すごくきれい,282 ～ 285,2025年08月,ＲＷＤ,,7.11,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,29,3L13B,5 - すごくきれい,172 ～ 176,2025年08月,スタンダードレンジプラス,,8.4,パール,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 5D 4WD,2020,ＣＡＴ,98,3L23P,5 - すごくきれい,166 ～ 169,2025年08月,パフォーマンス,,8.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＡＴ,18,YL1YT,5 - すごくきれい,275 ～ 277,2025年08月,ＲＷＤ,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 4WD,2016,ＣＡＴ,111,3 - 普通,175 ～ 181,nan,2025年08月,９０Ｄ,,8.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2019,ＡＴ,39,4 - きれい,329 ～ 332,nan,2025年08月,１００Ｄ,,,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,45,3L13B,5 - すごくきれい,176 ～ 181,2025年08月,スタンダードレンジプラス,,8.10,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,12,YL1YT,5 - すごくきれい,278 ～ 283,2025年08月,,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,15,3L23,5 - すごくきれい,219 ～ 223,2025年08月,,,8.7,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,21,YL1YT,4 - きれい,253 ～ 255,2025年08月,,,,紺,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,8,3L23,4 - きれい,220 ～ 224,2025年08月,,,8.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 2WD,2014,ＣＡＴ,100,SL1SA,4 - きれい,80 ～ 84,2025年08月,85,,8.4,紺,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,54,3L23,5 - すごくきれい,171 ～ 176,2025年08月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2023,ＡＴ,6,YL3YPT,5 - すごくきれい,394 ～ 396,2025年08月,パフォーマンス,,8.3,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2019,ＣＡＴ,72,4 - きれい,348 ～ 353,nan,2025年08月,１００Ｄ,,8.3,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,54,3L23,5 - すごくきれい,171 ～ 176,2025年08月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2023,ＡＴ,6,YL3YPT,5 - すごくきれい,394 ～ 396,2025年08月,パフォーマンス,,8.3,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,45,3L13B,5 - すごくきれい,176 ～ 181,2025年08月,スタンダードレンジプラス,,8.10,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,12,YL1YT,5 - すごくきれい,278 ～ 283,2025年08月,,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,15,3L23,5 - すごくきれい,219 ～ 223,2025年08月,,,8.7,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,21,YL1YT,4 - きれい,253 ～ 255,2025年08月,,,,紺,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＣＡＴ,14,3L23T,5 - すごくきれい,225 ～ 229,2025年08月,,,9.5,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,25,3L23,5 - すごくきれい,207 ～ 212,2025年08月,,,8.4,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2022,ＡＴ,48,3L13T,5 - すごくきれい,184 ～ 188,2025年08月,,,9.8,パール,000 AC NV TV 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,38,YL1YT,5 - すごくきれい,270 ～ 275,2025年08月,,,7.8,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 4WD,2023,ＡＴ,21,SLP,5 - すごくきれい,844 ～ 848,2025年08月,,,8.12,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2023,ＡＴ,34,3L13T,5 - すごくきれい,217 ～ 222,2025年08月,,,8.5,白,000 AC NV TV SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＡＴ,72,YL1YT,-1 - 修復歴あり,175 ～ 178,2025年08月,ＲＷＤ,,,黒,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 2WD,2022,ＣＡＴ,233,3L13T,3 - 普通,82 ～ 84,2025年08月,,,,パール,000 AC NV TV SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,21,YL1YT,5 - すごくきれい,258 ～ 261,2025年08月,,,,グレー,000 AC NV TV AW,,,,,
テスラ,モデル３ 2WD,2022,ＡＴ,22,3L13T,3 - 普通,166 ～ 170,2025年08月,,,,赤,000 AC NV TV AW,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,127,3L23P,4 - きれい,133 ～ 137,2025年08月,パフォーマンス,,,青,000 AC NV TV AW,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,37,YL1YT,4 - きれい,236 ～ 240,2025年08月,,,,グレー,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,45,3L13,5 - すごくきれい,154 ～ 156,2025年08月,スタンダードレンジプラス,,,,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 5D 4WD,2019,ＣＡＴ,33,3L23P,5 - すごくきれい,172 ～ 177,2025年08月,パフォーマンス,,9.1,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 4WD,2023,ＡＴ,39,YL3YT,5 - すごくきれい,299 ～ 303,2025年08月,,,,黒,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,38,3L23,5 - すごくきれい,204 ～ 206,2025年08月,ロングレンジ ＡＷＤ,,8.2,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2020,ＡＴ,121,3L23,4 - きれい,128 ～ 131,2025年08月,,,,パール,000 AC NV TV AW 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,45,YL1YT,5 - すごくきれい,250 ～ 253,2025年08月,,,,パール,000 AC NV TV SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,64,YL1YT,5 - すごくきれい,264 ～ 269,2025年08月,,,,グレー,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 4WD,2022,ＡＴ,82,3L23T,3 - 普通,157 ～ 161,2025年08月,,,9.8,青,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,45,3L13B,5 - すごくきれい,183 ～ 188,2025年08月,スタンダードレンジプラス,,8.4,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 4WD,2023,ＡＴ,43,YL3YT,5 - すごくきれい,307 ～ 313,2025年08月,,,8.2,白,000 AC NV TV 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＡＴ,62,3L23B,5 - すごくきれい,185 ～ 189,2025年08月,ロングレンジ,,8.11,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2022,ＡＴ,8,YL3YPT,5 - すごくきれい,332 ～ 334,2025年08月,パフォーマンス,,7.7,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2020,ＡＴ,50,3L23P,5 - すごくきれい,189 ～ 193,2025年08月,パフォーマンス,,7.11,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＣＡＴ,15,YL1YT,5 - すごくきれい,277 ～ 279,2025年08月,ＲＷＤ,,8.1,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,15,3L13,5 - すごくきれい,188 ～ 191,2025年08月,スタンダードレンジプラス,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,41,3L23,5 - すごくきれい,186 ～ 190,2025年08月,,,8.2,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2020,ＣＡＴ,31,3L13,5 - すごくきれい,171 ～ 174,2025年08月,スタンダードレンジプラス,,7.10,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2022,ＣＡＴ,5,3L23T,5 - すごくきれい,259 ～ 262,2025年08月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2023,ＣＡＴ,1,3L13T,5 - すごくきれい,232 ～ 236,2025年08月,,,8.7,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2022,ＡＴ,67,3L13T,5 - すごくきれい,175 ～ 178,2025年08月,,,7.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 5D 4WD,2024,ＡＴ,4,YL3YT,3 - 普通,276 ～ 279,2025年08月,,,8.9,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2020,ＡＴ,61,3L23,4 - きれい,147 ～ 151,2025年08月,,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2019,ＡＴ,122,4 - きれい,235 ～ 240,nan,2025年08月,１００Ｄ,,8.5,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,55,3L13B,5 - すごくきれい,171 ～ 175,2025年08月,スタンダードレンジプラス,,8.4,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＣＡＴ,4,3L23B,5 - すごくきれい,243 ～ 247,2025年08月,ロングレンジ,,9.2,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2021,ＣＡＴ,11,3L23B,5 - すごくきれい,223 ～ 228,2025年08月,ロングレンジ,,8.7,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,34,YL1YT,5 - すごくきれい,286 ～ 291,2025年08月,,,,黒,000 AC NV TV AW 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,47,3L23,5 - すごくきれい,182 ～ 185,2025年08月,,,8.9,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 4WD,2023,ＣＡＴ,21,YL3YT,5 - すごくきれい,310 ～ 315,2025年08月,,,8.11,黒,000 AC NV TV SR,,,,,
テスラ,モデルＳ 5D 2WD,2015,ＣＡＴ,71,SL1S,4 - きれい,138 ～ 141,2025年08月,85,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2019,ＣＡＴ,66,3L13,5 - すごくきれい,159 ～ 161,2025年08月,スタンダードレンジプラス,,,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 2WD,2014,ＡＴ,162,SL1S2A,3 - 普通,73 ～ 76,2025年08月,Ｐ８５,,,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＡＴ,184,3L23,3 - 普通,128 ～ 130,2025年08月,,,8.8,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,37,3L13,5 - すごくきれい,180 ～ 184,2025年08月,スタンダードレンジプラス,,8.7,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,81,3L13,4 - きれい,153 ～ 159,2025年08月,スタンダードレンジプラス,,8.11,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 4WD,2017,ＡＴ,59,5 - すごくきれい,383 ～ 387,nan,2025年08月,,,8.8,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,62,3L13,5 - すごくきれい,157 ～ 162,2025年08月,スタンダードレンジプラス,,9.3,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,32,3L23,5 - すごくきれい,191 ～ 195,2025年08月,,,8.5,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＡＴ,9,YL1YT,5 - すごくきれい,279 ～ 283,2025年08月,,,7.11,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,19,YL1YT,3 - 普通,226 ～ 232,2025年08月,,,,青,000 AC NV TV,,,,,
テスラ,モデルＹ 5D 2WD,2023,ＣＡＴ,11,YL1YT,5 - すごくきれい,276 ～ 282,2025年07月,ＲＷＤ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,16,3L23,5 - すごくきれい,224 ～ 226,2025年07月,,,8.6,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＳ 5D 2WD,2014,ＣＡＴ,47,SL1SA,5 - すごくきれい,115 ～ 119,2025年07月,85,,7.12,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2023,ＡＴ,3,3L13T,4 - きれい,212 ～ 216,2025年07月,,,8.8,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,16,3L13B,5 - すごくきれい,217 ～ 222,2025年07月,スタンダードレンジプラス,,8.9,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,31,3L23,5 - すごくきれい,212 ～ 215,2025年07月,,,8.11,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,33,YL1YT,5 - すごくきれい,278 ～ 282,2025年07月,,,,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,41,3L13B,5 - すごくきれい,178 ～ 184,2025年07月,スタンダードプラス,,8.6,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2024,ＣＡＴ,16,3L13T,5 - すごくきれい,352 ～ 354,2025年07月,,,9.10,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2020,ＣＡＴ,31,3L13,5 - すごくきれい,183 ～ 186,2025年07月,スタンダードレンジプラス,,7.9,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2024,ＡＴ,22,3L13T,5 - すごくきれい,360 ～ 364,2025年07月,,,9.8,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2020,ＡＴ,34,3L23P,-1 - 修復歴あり,142 ～ 146,2025年07月,,,,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＡＴ,46,3L13B,5 - すごくきれい,167 ～ 171,2025年07月,スタンダードレンジプラス,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2022,ＣＡＴ,23,3L13T,5 - すごくきれい,214 ～ 219,2025年07月,ＲＷＤ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,66,3L13B,5 - すごくきれい,149 ～ 153,2025年07月,スタンダードプラス,,8.7,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,72,3L23,4 - きれい,167 ～ 169,2025年07月,,,8.2,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 2WD,2021,ＡＴ,26,3L13B,5 - すごくきれい,193 ～ 197,2025年07月,,,8.6,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,22,3L13,5 - すごくきれい,182 ～ 186,2025年07月,スタンダードレンジプラス,,8.8,グレー,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2019,ＣＡＴ,64,3L13,4 - きれい,127 ～ 131,2025年07月,スタンダードレンジプラス,,8.9,黒,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＹ 2WD,2022,ＣＡＴ,43,YL1YT,5 - すごくきれい,268 ～ 270,2025年07月,,,7.8,パール,000 AC NV TV AW SR 革,,,,,
テスラ,ロードスター 2WD,2022,ＣＡＴ,47,YL1YT,5 - すごくきれい,267 ～ 270,2025年07月,,,8.1,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 4WD,2021,ＣＡＴ,41,3L23,5 - すごくきれい,196 ～ 199,2025年07月,,,8.12,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデルＸ 5D 4WD,2017,ＣＡＴ,138,4 - きれい,186 ～ 191,nan,2025年07月,１００Ｄ,,,パール,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 2WD,2021,ＣＡＴ,19,3L13,5 - すごくきれい,190 ～ 193,2025年07月,スタンダードレンジプラス,,8.5,白,000 AC NV TV AW SR 革,,,,,
テスラ,モデル３ 5D 4WD,2019,ＣＡＴ,80,3L23P,5 - すごくきれい,152 ～ 157,2025年07月,パフォーマンス,,9.1,パール,000 AC NV TV AW SR 革,,,,,
